id,recipe_id,author_name,content
232,7034624,윤토피아,"시집사 고구마필링은 저는 냉동보관해보진 않았는데 안하시길 추천드려요. 얼었다가 녹으면 아마 변색되거나 식감이 흐물거릴것 같아요~
냉장고에 보관하여 최대 5일 이내로 드시는것이 가장 좋을듯 합니다^^"
233,7035203,박예준,마늘은 에어프라이에 구워주시고 마늘껍질은 면에 베게하고 국물 좀 내다가 빼면 레시피의 정석대로고 더 맛있어요
234,7035203,thecook10000,박예준 좋은 방법 입니다!
235,7035284,葵晴菜,볶은 카다이프면은 삶아야 하나요?ᩚ
236,7035284,만개의레시피,葵晴菜 아니요 볶아진 카다이프면은 그냥 사용하시면 됩니다.😊
237,7035331,Brethren,"답답해서 회원가입하고 글남깁니다
"" 히든천재님은 3분이하라고 하셨지만 해보니까 1인분은 5분 정도는 삶아줘야 알맞게 익는 거 같아요 ""
아니 일부러 3분만 짧게 삶고 트레이에 넣어서 수비드 하듯 딱 알맞게 익히는 게 레시피의 핵심인데
5분이나 삶으면 알덴테고 뭐고 없습니다... 그럴 거면 뭐하러 3분만 삶고 트레이에서 천천히 익히겠어요"
238,7035331,thecook10000,Brethren 한번에 많은 양을 삶아 트레이에 넣으면 열 보존이 잘 되서 알맞게 익겠지만 1인분 정도 양은 충분히 삶아주고 트레이에 넣어야 좀 익는거 같더라고요 계속 연구는 해보아야 겠어요
239,7035630,쪼귬,안녕하세요~ 3인분기준인데 혹시 10명이나 20인분으로 하려면 글에 나온것처럼 뚝배기말고 일반 커다란 냄비에 끓여도 맛이 찐~~~하게 날까요?
240,7035630,두리문,"쪼귬 안녕하세요^^
두꺼운 냄비에 또는 조금 두께가 있는 스텐냄비에 하시면 됩니다.
찾아주셔서 감사해요~"
241,7035725,기민,미림은 꼭 넣어야 할까요?? 아니면 대체 할 수 있는 재료가 있을까요?
242,7035725,만개의레시피,"기민 생략 가능하시고 미림은 요리 할때 잡내를 제거하고
약간의 당과 감칠맛이 필요할때 넣어주면 좋아요.😊"
243,7036666,lmj,油泼面超级好吃😋😋😋
244,7036849,INJAKI,배는 꼭 넣어야 할까요?
245,7036849,김진옥요리가좋다,감사드립니다. 총각무를 너무 오래 절이면 무자체가 많이 짜져요;; 그런경우에는 요즘 다발무 맛있잖아요..다발무를 굵게(1cm정도 두께) 반달모양으로 썰어서요..다발무1개가 1키로정도할겁니다. 짠정도에 따라 무1개~2개를 썰어서요..소금은 조금만 뿌려서 30분만 절인후 세척후 고춧가루 물을 들여서 총각무 담아놓은 김치통에 총각무 사이사이에 석박지처럼 박아서 넣어보세요~ 숙성되면서 석박지에서 물이 나와서요.. 간이 어느정도 맞아질겁니다.
246,7037055,ChangPaul,유튜브에서 말씀하시는 것은 한 단 2kg인데 자막과 레시피는 2단 4kg 입니다. 어느 것이 맞을까요?
247,7037055,김진옥요리가좋다,ChangPaul 감사드립니다. 영상 밑에 더보기에 4키로를 2키로라고 잘못이야기했다고 정정했습니다.죄송합니다. 영상에서 말을 잘못했습니다.2단 4키로 맞습니다.
248,7038383,수록,김장을 맛있게 할 수있도록 도와주셔서 정말 감사합니다.
249,7038383,Tina소울푸드,수록 김장이 좀 늦으셨는데 맛있게 잘하셔서 저도 기분이 좋아지네요~^^ 정성어린 댓글 감사합니다~^^
250,7038383,수록,김장속이 모자랄까 걱정했는데 너무나 딱 맞았읍니다.
251,7038383,Tina소울푸드,수록 김장속 부족하지 않게 잘 하셨다니 넘 다행이예요~^^ 댓글 감사합니다~^^
252,7038383,수록,김장속이 모자랄까걱정했는데
253,7038383,Tina소울푸드,수록 김장속 부족하면 난감하잖아요~ 넉넉하게 준비했는데 김장 잘 하셨나요?
254,7039262,바람,안녕하세요 제작자님
255,7039262,만개의레시피,바람 안녕하세요. 반갑습니다.😊
256,7039682,성후맘,혹시 꿀대신 사용할 수 있는 양념으로 올리고당 ? 물엿?어떤게 나을까요?
257,7039682,쑤블리,성후맘 올리고당이 더 나아요~~😄
258,7040047,요중남,건강하고 맛있는 레시피네요~ 저도 한번 만들어 봐야겠어요~ 훌륭한 요리 감사합니다~^^
